account	subaccount	title	year	price	orderNumber	titleControl	issn	callNumber	notes
11390014164034144	34144	Caribbean-Central America profile	2015	$58.00	LEA40075681	a4007568		HF 3311.8 .C35	
11390014164034144	34144	Caribbean-Central America profile	2016	$60.00	LEA40075681	a4007568		HF 3311.8 .C35	
11390014164034144	34144	Caribbean geography	2015	$120.00	LEA36924591	a3692459	0252-9939	F 2155 .C364	
11390014164034144	34144	Caribbean geography	2016	$60.00	LEA36924591	a3692459	0252-9939	F 2155 .C364	
11390014164034144	34144	Conjonction	2015		LEDAC86112	DAC8611	0304-5757	F 1912 .C65x	
11390014164034144	34144	Conjonction	2016		LEDAC86112	DAC8611	0304-5757	F 1912 .C65x	
11390014164034144	34144	Conjuntura econômica 	2015	$59.00	LEDBF01342	DBF0134		HC 186 .C75	
11390014164034144	34144	Conjuntura econômica 	2016	$41.16	LEDBF01342	DBF0134		HC 186 .C75	
11390014164034144	34144	Cuadernos americanos	2015	$235.00	LEABT38802	ABT3880	0011-2356	AP 63 .C669	
11390014164034144	34144	Cuadernos americanos	2016	$260.00	LEABT38802	ABT3880	0011-2356	AP 63 .C669	
11390014164034144	34144	Cuadernos hispanoamericanos	2015	$142.24	LEABM88162	ABM8816	0011-250X	AP 63 .C6697	
11390014164034144	34144	Cuadernos hispanoamericanos	2016	$148.78	LEABM88162	ABM8816	0011-250X	AP 63 .C6697	
11390014164034144	34144	Diálogo 	2015	$100.00	LEA33745281	a3374528	1090-4972	E 184 .S75 D53	
11390014164034144	34144	Diálogo 	2016	$100.00	LEA33745281	a3374528	1090-4972	E 184 .S75 D53	
11390014164034144	34144	EcoAméricas : a monthly report on development and the environment in Latin Amer	2016	$480.00	LEA67078501	a6707850	1532-835X	GE 190 .L29 E26	
11390014164034144	34144	Económica	2015	$35.00	LEA36927671	a3692767	0013-0419	HB 9 .E46	
11390014164034144	34144	Económica	2016	$35.00	LEA36927671	a3692767	0013-0419	HB 9 .E46	
11390014164034144	34144	El chasque surero : publicación mensual dedicada a conservar las tradiciones de	2015	$147.00	LEA36927921	a3692792		GR 133 .A7 C43	
11390014164034144	34144	El chasque surero : publicación mensual dedicada a conservar las tradiciones de	2016	$150.00	LEA36927921	a3692792		GR 133 .A7 C43	
11390014164034144	34144	Estudios bolivianos	2015	$60.00	LEDGV80322	DGV8032		F 3301 .E87	
11390014164034144	34144	Estudios bolivianos	2016	$30.00	LEDGV80322	DGV8032		F 3301 .E87	
11390014164034144	34144	Estudios de cultura náhuatl	2015		LEDAR52491	DAR5249	0071-1675	F 1219 .E8	
11390014164034144	34144	Estudios de cultura náhuatl	2016		LEDAR52491	DAR5249	0071-1675	F 1219 .E8	
11390014164034144	34144	Estudios públicos / Centro de Estudios Públicos	2015	$88.00	LEDBJ83232	DBJ8323	0716-1115	HC 191 .E87	
11390014164034144	34144	Estudios públicos / Centro de Estudios Públicos	2016	$85.00	LEDBJ83232	DBJ8323	0716-1115	HC 191 .E87	
11390014164034144	34144	Estudos econômicos	2015		LEABJ23662	ABJ2366	0101-4161	HB 9 .E775	***check in all of 2015 do not create predictions for 2016***
11390014164034144	34144	Ethnologue. Languages of the Americas and the Pacific	2016	$114.94	LEA66575351	a6657535	0364-9288	P 376 .E846	
11390014164034144	34144	Fodor's Caribbean	2015		LEDEC25621	DEC2562		F 2171 .F65	
11390014164034144	34144	Fodor's Caribbean	2016		LEDEC25621	DEC2562		F 2171 .F65	
11390014164034144	34144	Fodor's Central America	2015		LEAAA00421	AAA0042	0270-8183	F 1429 .F6	
11390014164034144	34144	Fodor's Central America	2016		LEAAA00421	AAA0042	0270-8183	F 1429 .F6	
11390014164034144	34144	Fodor's Mexico	2015		LECAD29071	CAD2907	0196-5999	F 1216 .F58	
11390014164034144	34144	Fodor's Mexico	2016		LECAD29071	CAD2907	0196-5999	F 1216 .F58	
11390014164034144	34144	Fodor's ... the Bahamas	2015		LEA26496581	a2649658	1524-7945	F 1652 .F63x	
11390014164034144	34144	Fodor's ... the Bahamas	2016	$18.99	LEA26496581	a2649658	1524-7945	F 1652 .F63x	
11390014164034144	34144	Foro internacional	2015	$140.00	LEDBC43142	DBC4314	0185-013X	D 839 .F67	
11390014164034144	34144	Foro internacional	2016	$140.00	LEDBC43142	DBC4314	0185-013X	D 839 .F67	
11390014164034144	34144	Handbook of Latin American studies	2015	$127.24	LEAAW52512	AAW5251	0072-9833	F 1408 .X1 H23	
11390014164034144	34144	Handbook of Latin American studies	2016	$132.69	LEAAW52512	AAW5251	0072-9833	F 1408 .X1 H23	
11390014164034144	34144	Harvard journal of Hispanic policy	2015	$28.00	LEDEQ20251	DEQ2025	1074-1917	E 184 .S75 J6x	
11390014164034144	34144	Harvard journal of Hispanic policy	2016	$30.00	LEDEQ20251	DEQ2025	1074-1917	E 184 .S75 J6x	
11390014164034144	34144	Hispanic Americans 	2015		LEDCN02911	DCN0291	1056-7992	E 184 .S75 H5655	
11390014164034144	34144	Hispanic Americans 	2016		LEDCN02911	DCN0291	1056-7992	E 184 .S75 H5655	
11390014164034144	34144	Historia mexicana	2015	$140.00	LEABJ17692	ABJ1769	0185-0172	F 1201 .H5	
11390014164034144	34144	Historia mexicana	2016	$140.00	LEABJ17692	ABJ1769	0185-0172	F 1201 .H5	
11390014164034144	34144	Historia y cultura 	2015		LEABM83242	ABM8324	NULL	F 3302 .H56	
11390014164034144	34144	Historia y cultura 	2016		LEABM83242	ABM8324	NULL	F 3302 .H56	
11390014164034144	34144	Hostos review = Revista hostosiana	2015		LEA36924731	a3692473		PS 508 .H57 H67	
11390014164034144	34144	Hostos review = Revista hostosiana	2016		LEA36924731	a3692473		PS 508 .H57 H67	
11390014164034144	34144	Iberoamericana 	2015	$151.73	LEA28328181	a2832818	1577-3388	F 1408.3 .I244	
11390014164034144	34144	Iberoamericana 	2016	$270.91	LEA28328181	a2832818	1577-3388	F 1408.3 .I244	
11390014164034144	34144	Istoé	2015	$234.00	LEDCN22011	DCN2201		AP 66 .S4214	
11390014164034144	34144	Istoé	2016	$137.21	LEDCN22011	DCN2201		AP 66 .S4214	
11390014164034144	34144	Journal of Latin American urban studies : JLAUS / St. John's University	2015		LEA36924871	a3692487		HT 127.5 .U682	
11390014164034144	34144	Journal of Latin American urban studies : JLAUS / St. John's University	2016		LEA36924871	a3692487		HT 127.5 .U682	
11390014164034144	34144	LASA forum / Latin American Studies Association	2015		LEDAU20372	DAU2037	0890-7218	F 1401 .L315x	
11390014164034144	34144	LASA forum / Latin American Studies Association	2016		LEDAU20372	DAU2037	0890-7218	F 1401 .L315x	
11390014164034144	34144	Latin American antiquity : a journal of the Society for American Archaeology	2015	$180.00	LEDBR93033	DBR9303	1045-6635	E 65 .L385x	
11390014164034144	34144	Latin American antiquity : a journal of the Society for American Archaeology	2015	$180.00	LEDBR93035	DBR9303	1045-6635	E 65 .L385x	
11390014164034144	34144	Latin American economy & business	2015		LEDBZ62991	DBZ6299	0960-8702	HC 121 .L373x	
11390014164034144	34144	Latin American regional reports and newsletters	2015	$1195.00	LEA31565851	a3156585	1741-4423	HC 186 .L371	
11390014164034144	34144	Latin American regional reports and newsletters	2016	$1210.00	LEA31565851	a3156585	1741-4423	HC 186 .L371	
11390014164034144	34144	Latin American research review	2015	$370.00	LEDBC92493	DBC9249	0023-8791	F 1401 .L345	JSTOR, MUSE
11390014164034144	34144	Latin American research review	2016	$415.00	LEDBC92493	DBC9249	0023-8791	F 1401 .L345	JSTOR, MUSE
11390014164034144	34144	Latin America 	2015	$20.89	LEAAL35671	AAL3567	0092-4148	F 1408 .D251x	
11390014164034144	34144	Latin America 	2016		LEAAL35671	AAL3567	0092-4148	F 1408 .D251x	
11390014164034144	34144	Mensaje 	2015	$85.00	LEADV58902	ADV5890	0025-956X	HN 30 .M46x	
11390014164034144	34144	Mensaje 	2016	$85.00	LEADV58902	ADV5890	0025-956X	HN 30 .M46x	
11390014164034144	34144	Mesoamérica 	2015	$78.00	LEAAQ09871	AAQ0987	0252-9963	F 1421 .M47x	
11390014164034144	34144	Mesoamérica 	2016		LEAAQ09871	AAQ0987	0252-9963	F 1421 .M47x	
11390014164034144	34144	Mexicon	2015	$190.98	LEDAX68101	DAX6810	0720-5988	F 1219 .M748	
11390014164034144	34144	Mexicon	2016	$30.72	LEDAX68101	DAX6810	0720-5988	F 1219 .M748	
11390014164034144	34144	Pesquisa e planejamento econỏmico	2015		LEDBF01422	DBF0142	0100-0551	HC 186 .P47	
11390014164034144	34144	Pesquisa e planejamento econỏmico	2016		LEDBF01422	DBF0142	0100-0551	HC 186 .P47	
11390014164034144	34144	Política externa	2015	$49.00	LEDDC46171	DDC4617		F 2537 .P7	
11390014164034144	34144	Política externa	2016	$35.67	LEDDC46171	DDC4617		F 2537 .P7	
11390014164034144	34144	Relaciones internacionales 	2015	$35.00	LEDGM34381	DGM3438		D 860 .R45x	
11390014164034144	34144	Relaciones internacionales 	2016	$75.00	LEDGM34381	DGM3438		D 860 .R45x	
11390014164034144	34144	Revista canadiense de estudios hispánicos	2015	$135.00	LEDBD65852	DBD6585	0384-8167	F 2201 .R2	
11390014164034144	34144	Revista canadiense de estudios hispánicos	2016		LEDBD65852	DBD6585	0384-8167	F 2201 .R2	
11390014164034144	34144	Revista crítica de ciencias sociais	2015	$80.68	LEDAT99471	DAT9947	0254-1106	H 8 .P8 R4x	
11390014164034144	34144	Revista crítica de ciencias sociais	2016		LEDAT99471	DAT9947	0254-1106	H 8 .P8 R4x	
11390014164034144	34144	Revista cultural 	2015		LEA31302451	a3130245			
11390014164034144	34144	Revista de la CEPAL	2015		LEABJ14712	ABJ1471	0252-0257	HC 121 .U55a	
11390014164034144	34144	Revista de la CEPAL	2016	$273.00	LEABJ14712	ABJ1471	0252-0257	HC 121 .U55a	
11390014164034144	34144	Revista de literatura mexicana contemporánea	2015	$115.00	LEDHH94971	DHH9497	1405-2687	PQ 7153 .R48	
11390014164034144	34144	Revista de literatura mexicana contemporánea	2016	$115.00	LEDHH94971	DHH9497	1405-2687	PQ 7153 .R48	
11390014164034144	34144	Revista do Instituto de Estudos Brasileiros : [publicação do Instituto de Estu	2015	$16.00	LEDAA15242	DAA1524	0020-3874	F 2501 .S275	
11390014164034144	34144	Revista do Instituto de Estudos Brasileiros : [publicação do Instituto de Estu	2016		LEDAA15242	DAA1524	0020-3874	F 2501 .S275	
11390014164034144	34144	Revista do Instituto Historico e Geographico Brazileiro 	2015	$34.00	LEDBC68111	DBC6811	0101-4366	F 2501 .I56x	
11390014164034144	34144	Revista do Instituto Historico e Geographico Brazileiro 	2016	$27.44	LEDBC68111	DBC6811	0101-4366	F 2501 .I56x	
11390014164034144	34144	Revista eclesiástica brasileira	2015	$14.99	LECAB82873	CAB8287	0101-8434	BX 805 .R37	
11390014164034144	34144	Revista eclesiástica brasileira	2016	$145.00	LECAB82873	CAB8287	0101-8434	BX 805 .R37	
11390014164034144	34144	Revista europea de estudios latinoamericanos y del Caribe = European review of L	2015	$51.51	LEDBT05531	DBT0553	0924-0608	F 1401 .B67	
11390014164034144	34144	Revista europea de estudios latinoamericanos y del Caribe = European review of L	2016		LEDBT05531	DBT0553	0924-0608	F 1401 .B67	
11390014164034144	34144	Revista geográfica del Instituto Panamericano de Geografía e Historia	2015		LEDBD66462	DBD6646	0031-0581	G 5 .R4	
11390014164034144	34144	Revista geográfica del Instituto Panamericano de Geografía e Historia	2016	$110.40	LEDBD66462	DBD6646	0031-0581	G 5 .R4	
11390014164034144	34144	Revista mexicana de sociología	2015	$185.00	LEABW82822	ABW8282	0188-2503	H 8 .R53	JSTOR
11390014164034144	34144	Revista mexicana de sociología	2016		LEABW82822	ABW8282	0188-2503	H 8 .R53	JSTOR
11390014164034144	34144	Revista USP	2015	$24.00	LEDAM23921	DAM2392	0103-9989	F 2501 .R542x	
11390014164034144	34144	Revista USP	2016	$21.95	LEDAM23921	DAM2392	0103-9989	F 2501 .R542x	
11390014164034144	34144	SECOLAS annals : journal of the Southeastern Council on Latin American Studies	2015		LEDBD84151	DBD8415	0081-2951	F 1408 .S66	
11390014164034144	34144	SECOLAS annals : journal of the Southeastern Council on Latin American Studies	2016		LEDBD84151	DBD8415	0081-2951	F 1408 .S66	
11390014164034144	34144	Siempre	2015	$465.00	LEDBD78862	DBD7886	0583-2039	AP 63 .S48	
11390014164034144	34144	Siempre	2016	$465.00	LEDBD78862	DBD7886	0583-2039	AP 63 .S48	
11390014164034144	34144	South America, Central America, and the Caribbean	2015	$879.78	LEDAU99902	DAU9990	0258-0661	F 1401 .S68	
11390014164034144	34144	South America, Central America, and the Caribbean	2016		LEDAU99902	DAU9990	0258-0661	F 1401 .S68	
11390014164034144	34144	South American handbook	2015	$33.71	LEABC33822	ABC3382		F 1401 .S71	
11390014164034144	34144	South American handbook	2016		LEABC33822	ABC3382		F 1401 .S71	
11390014164034144	34144	Temas 	2015		LEDHF80781	DHF8078			
11390014164034144	34144	Tempo brasileiro	2015	$76.90	LEDBF37071	DBF3707	0102-8782	AP 66 .T46x	
11390014164034144	34144	Tempo brasileiro	2016	$44.00	LEDBF37071	DBF3707	0102-8782	AP 66 .T46x	
11390014164034144	34144	The competitive & technical rules of USA Diving	2015		LEA42299111	a4229911		GV 838.64 .O34	
11390014164034144	34144	The Jamaican historical review	2015		LEADS73852	ADS7385		F 1861 .J32	
11390014164034144	34144	The Jamaican historical review	2016		LEADS73852	ADS7385		F 1861 .J32	
11390014164034144	34144	Universidades 	2015	$87.00	LEDCP07032	DCP0703	0041-8935	LA 543 .U58x	
11390014164034144	34144	Universidades 	2016	$70.00	LEDCP07032	DCP0703	0041-8935	LA 543 .U58x	
11390014164034144	34144	Veja	2015	$327.00	LEAAQ09903	AAQ0990	0042-3165	AP 66 .V4	***Canceled bindery copy for 2017. . check-in all of 2016***
11390014164034144	34144	Veja	2015	$327.00	LEAAQ09904	AAQ0990	0042-3165	AP 66 .V4	***Canceled bindery copy for 2017. . check-in all of 2016***
11390014164034144	34144	Veja	2016		LEAAQ09904	AAQ0990	0042-3165	AP 66 .V4	***Canceled bindery copy for 2017. . check-in all of 2016***
11390014164034144	34144	Veja	2016	$188.25	LEAAQ09903	AAQ0990	0042-3165	AP 66 .V4	***Canceled bindery copy for 2017. . check-in all of 2016***
11390014164034144	34144	Voices of Mexico	2015		LEDAC99022	DAC9902	0186-9418	F 1201 .V6x	
11390014164034144	34144	Voices of Mexico	2016	$42.00	LEDAC99022	DAC9902	0186-9418	F 1201 .V6x	
11390014164034150	34150	Cartographica 	2015	$280.00	LEDBB94792	DBB9479	0317-7173	GA 101 .C34	
11390014164034150	34150	Cartographica 	2016	$285.00	LEDBB94792	DBB9479	0317-7173	GA 101 .C34	
11390014164034150	34150	Fodor's Alaska	2015	$21.84	LEABJ08021	ABJ0802	0271-2776	F 902.3 .F63	
11390014164034150	34150	Fodor's Alaska	2016		LEABJ08021	ABJ0802	0271-2776	F 902.3 .F63	
11390014164034150	34150	Fodor's essential South	2015		LEA44337561	a4433756	1946-3057	F 207.3 .F6173	
11390014164034150	34150	Fodor's essential South	2016		LEA44337561	a4433756	1946-3057	F 207.3 .F6173	
11390014164034150	34150	Fodor's Florida	2015		LEABJ07931	ABJ0793	0193-9556	F 309.3 .F63	
11390014164034150	34150	Fodor's Florida	2016	$23.74	LEABJ07931	ABJ0793	0193-9556	F 309.3 .F63	
11390014164034150	34150	Fodor's Scotland	2015		LEABJ07941	ABJ0794	0743-0973	DA 870 .F64x	
11390014164034150	34150	Fodor's Scotland	2016	$20.89	LEABJ07941	ABJ0794	0743-0973	DA 870 .F64x	
11390014164034150	34150	Fodor's Washington, D.C	2015	$18.99	LEDCD60241	DCD6024	0743-9741	F 192.3 .F57	
11390014164034150	34150	Fodor's Washington, D.C	2016		LEDCD60241	DCD6024	0743-9741	F 192.3 .F57	
11390014164034150	34150	Frommer's ... California	2015		LEDDD57261	DDD5726	1534-8172	F 859.3 .B84	
11390014164034150	34150	Frommer's ... California	2016		LEDDD57261	DDD5726	1534-8172	F 859.3 .B84	
11390014164034150	34150	Frommer's England & Scotland 	2016		LEA66822561	a6682256		DA 650 .F7633	
11390014164034150	34150	Frommer's England ... & the best of Wales	2015		LEA61458211	a6145821		DA 650 .F76	
11390014164034150	34150	Frommer's England ... & the best of Wales	2016	$23.70	LEA61458211	a6145821		DA 650 .F76	
11390014164034150	34150	Géographie 	2015		LEA28818061	a2881806	1627-4911	G 1 .S553	
11390014164034150	34150	Géographie 	2016		LEA28818061	a2881806	1627-4911	G 1 .S553	
11390014164034150	34150	Historical geography	2015	$77.00	LEDCC52882	DCC5288		G 141 .H48	
11390014164034150	34150	Historical geography	2016	$77.00	LEDCC52882	DCC5288		G 141 .H48	
11390014164034150	34150	Illinois geographer	2015	$40.00	LEA54782951	a5478295		G 3 .I44	
11390014164034150	34150	Illinois geographer	2016	$40.00	LEA54782951	a5478295		G 3 .I44	
11390014164034150	34150	International tourism reports	2015		LEDAD90872	DAD9087		G 155 .A1 I58x	
11390014164034150	34150	International tourism reports	2016		LEDAD90872	DAD9087		G 155 .A1 I58x	
11390014164034150	34150	Islands 	2015	$3.00	LEDBL05572	DBL0557	0745-7847	G 500 .I84	
11390014164034150	34150	Islands 	2016		LEDBL05572	DBL0557	0745-7847	G 500 .I84	
11390014164034150	34150	National geographic	2015	$49.00	LEDBD21073	DBD2107	0027-9358	G 1 .N27	
11390014164034150	34150	National geographic	2016	$49.00	LEDBD21073	DBD2107	0027-9358	G 1 .N27	
11390014164034150	34150	National geographic kids	2015	$36.00	LEA30581721	a3058172	1542-3042	G 1 .N325	
11390014164034150	34150	National geographic kids	2016	$36.00	LEA30581721	a3058172	1542-3042	G 1 .N325	
11390014164034150	34150	National geographic traveler	2015	$31.95	LEABM93522	ABM9352	0747-0932	G 1 .N278	
11390014164034150	34150	National geographic traveler	2016	$31.95	LEABM93522	ABM9352	0747-0932	G 1 .N278	
11390014164034150	34150	Stowaway 	2015		LEA47661721	a4766172		G 149 .S76	
11390014164034150	34150	Stowaway 	2016		LEA47661721	a4766172		G 149 .S76	
11390014164034150	34150	The California geographer	2015		LEACX01392	ACX0139	0575-5700	G 1 .C24	
11390014164034150	34150	The CIA world factbook	2015	$32.24	LEA63569601	a6356960		G 122 .U562	
11390014164034150	34150	The CIA world factbook	2016		LEA63569601	a6356960		G 122 .U562	
11390014164034150	34150	Tourism recreation research	2015	$401.00	LEDHF58511	DHF5851	0250-8281	G 155 .I4 T64	T & F / EBSCO
11390014164034150	34150	Tourism recreation research	2016		LEDHF58511	DHF5851	0250-8281	G 155 .I4 T64	T & F / EBSCO
11390014164034150	34150	Travel trade : the business paper of the travel industry	2015		LEABC27582	ABC2758	0041-2066	G 155 .T675	
11390014164034150	34150	Travel trade : the business paper of the travel industry	2016		LEABC27582	ABC2758	0041-2066	G 155 .T675	
11390014164034151	34151	Atlas of global development	2015		LEA38190541	a3819054		G 1046 .G1 I5	
11390014164034151	34151	Atlas of global development	2016		LEA38190541	a3819054		G 1046 .G1 I5	
11390014164034151	34151	Atlas ost- und südosteuropa : aktuelle Karten zu Ökologie, Bevölkerung und Wi	2015		LEDBT20251	DBT2025		G 2080 .A75x	
11390014164034151	34151	Atlas ost- und südosteuropa : aktuelle Karten zu Ökologie, Bevölkerung und Wi	2016		LEDBT20251	DBT2025		G 2080 .A75x	
11390014164034151	34151	Information bulletin 	2015		LEDAA76413	DAA7641	0049-7282	GA 192 .W47	
11390014164034151	34151	Map and chart series	2015		LEAAW53451	AAW5345		G 3201 .C5 svar. .G4	
11390014164034151	34151	Map and chart series	2016		LEAAW53451	AAW5345		G 3201 .C5 svar. .G4	
11390014164034151	34151	Map [series]	2015	$107.65	LEA27138251	a2713825	0731-3128	G 4351 .G1 1962 .N4	
11390014164034151	34151	Map [series]	2016		LEA27138251	a2713825	0731-3128	G 4351 .G1 1962 .N4	
11390014164034152	34152	American antiquity	2015	$238.00	LEDBB44634	DBB4463	0002-7316	E 51 .A495	ANTHRO MUSEUM
11390014164034152	34152	Anthropos 	2015	$159.56	LEDBB57721	DBB5772	0257-9774	GN 1 .A7	
11390014164034152	34152	Anthropos 	2016	$160.26	LEDBB57721	DBB5772	0257-9774	GN 1 .A7	
11390014164034152	34152	Antiquity	2015	$467.00	LEDBB58111	DBB5811	0003-598X	CC 1 .A7	Cambridge / EBSCO
11390014164034152	34152	Antiquity	2016	$499.00	LEDBB58111	DBB5811	0003-598X	CC 1 .A7	Cambridge / EBSCO
11390014164034152	34152	Archaeology of Eastern North America	2015	$25.65	LEAAW54831	AAW5483	0360-1021	E 77.8 .A7	
11390014164034152	34152	Archaeology of Eastern North America	2016	$28.50	LEAAW54831	AAW5483	0360-1021	E 77.8 .A7	
11390014164034152	34152	Arizona anthropologist : papers of the University of Arizona Department of Anthr	2015		LEDHD19971	DHD1997	1062-1601	GN 1 .A93	
11390014164034152	34152	Arizona anthropologist : papers of the University of Arizona Department of Anthr	2016	$58.00	LEDHD19971	DHD1997	1062-1601	GN 1 .A93	
11390014164034152	34152	Arqueología mexicana	2015	$104.00	LEA26852951	a2685295	0188-8218	F 1219 .A846	
11390014164034152	34152	Arqueología mexicana	2016	$104.00	LEA26852951	a2685295	0188-8218	F 1219 .A846	
11390014164034152	34152	ʻAtiqot 	2015	$34.00	LEA28077661	a2807766	0792-8424	DS 111 .A1 A8	
11390014164034152	34152	ʻAtiqot 	2016		LEA28077661	a2807766	0792-8424	DS 111 .A1 A8	
11390014164034152	34152	Berytus archaeological studies	2015		LEABC17942	ABC1794	0067-6195	DS 41 .B4	
11390014164034152	34152	Berytus archaeological studies	2016		LEABC17942	ABC1794	0067-6195	DS 41 .B4	
11390014164034152	34152	Bishop Museum occasional papers	2015		LEABC31202	ABC3120	0893-1348	GN 670 .B47x	
11390014164034152	34152	Bishop Museum occasional papers	2016		LEABC31202	ABC3120	0893-1348	GN 670 .B47x	
11390014164034152	34152	Bulletin de l'Institut français d'archéologie orientale	2015	$177.46	LEDBC67491	DBC6749	0255-0962	DT 57 .F81	
11390014164034152	34152	Bulletin de l'Institut français d'archéologie orientale	2016		LEDBC67491	DBC6749	0255-0962	DT 57 .F81	
11390014164034152	34152	Central States archaeological journal	2015	$38.00	LEDBB96052	DBB9605	0008-9559	E 75 .C4	
11390014164034152	34152	Central States archaeological journal	2016	$38.00	LEDBB96052	DBB9605	0008-9559	E 75 .C4	
11390014164034152	34152	Ethnologica	2015		LEDBA33661	DBA3366	0071-1845	GN 301 .E76	
11390014164034152	34152	Ethnologica	2016		LEDBA33661	DBA3366	0071-1845	GN 301 .E76	
11390014164034152	34152	History of anthropology newsletter	2015		LEDBC58002	DBC5800	0362-9074	GN 1 .H572x	
11390014164034152	34152	History of anthropology newsletter	2016		LEDBC58002	DBC5800	0362-9074	GN 1 .H572x	
11390014164034152	34152	Homme . Section des sciences économ	2015	$116.86	LEDBC58851	DBC5885	0439-4216	GN 1 .H68	
11390014164034152	34152	Homme . Section des sciences économ	2016		LEDBC58851	DBC5885	0439-4216	GN 1 .H68	
11390014164034152	34152	Human evolution	2015		LEDAC27591	DAC2759		GN 281 .H86x	
11390014164034152	34152	Human evolution	2016	$304.64	LEDAC27591	DAC2759		GN 281 .H86x	
11390014164034152	34152	Idaho archaeologist	2015	$30.00	LEDAY69742	DAY6974	0893-2271	F 748 .I3x	
11390014164034152	34152	Idaho archaeologist	2016	$30.00	LEDAY69742	DAY6974	0893-2271	F 748 .I3x	
11390014164034152	34152	International journal of anthropology	2015		LEDAB59551	DAB5955		GN 1 .I62x	
11390014164034152	34152	International journal of anthropology	2016	$300.28	LEDAB59551	DAB5955		GN 1 .I62x	
11390014164034152	34152	Iraq	2015	$174.00	LEDBC75561	DBC7556	0021-0889	DS 78 .A2 I7	
11390014164034152	34152	Iraq	2016	$182.00	LEDBC75561	DBC7556	0021-0889	DS 78 .A2 I7	
11390014164034152	34152	Israel exploration journal	2015	$68.00	LEABM88242	ABM8824	0021-2059	DS 111 .A1 I87	
11390014164034152	34152	Israel exploration journal	2016	$116.00	LEABM88242	ABM8824	0021-2059	DS 111 .A1 I87	
11390014164034152	34152	Journal of anthropological research	2015	$204.00	LEDBC79552	DBC7955	0091-7710	GN 1 .S64	JSTOR
11390014164034152	34152	Journal of anthropological research	2016	$213.00	LEDBC79552	DBC7955	0091-7710	GN 1 .S64	JSTOR
11390014164034152	34152	Journal of ritual studies	2015	$55.00	LEDAC50702	DAC5070	0890-1112	GN 473 .J68x	
11390014164034152	34152	Journal of ritual studies	2016	$55.00	LEDAC50702	DAC5070	0890-1112	GN 473 .J68x	
11390014164034152	34152	La Pintura : American Rock Art Research Association newsletter	2015	$75.00	LEABC39162	ABC3916	0748-4577	GN 799 .P4 P56x	
11390014164034152	34152	La Pintura : American Rock Art Research Association newsletter	2016	$75.00	LEABC39162	ABC3916	0748-4577	GN 799 .P4 P56x	
11390014164034152	34152	Levant	2015	$772.00	LEDBC93901	DBC9390	0075-8914	DS 56 .L48	
11390014164034152	34152	Levant	2016		LEDBC93901	DBC9390	0075-8914	DS 56 .L48	
11390014164034152	34152	Lithic technology	2015	$477.00	LEABC23682	ABC2368	0197-7261	GN 446.1 .L57x	T&F / EBSCO
11390014164034152	34152	Lithic technology	2016		LEABC23682	ABC2368	0197-7261	GN 446.1 .L57x	T&F / EBSCO
11390014164034152	34152	Man in India	2015	$265.00	LEDAB74392	DAB7439	0025-1569	GN 1 .M3	
11390014164034152	34152	Man in India	2016	$365.00	LEDAB74392	DAB7439	0025-1569	GN 1 .M3	
11390014164034152	34152	Near East Archaeological Society bulletin	2015	$45.00	LEDBD24231	DBD2423	0739-0068	DS 56 .N36x	
11390014164034152	34152	Near East Archaeological Society bulletin	2016	$45.00	LEDBD24231	DBD2423	0739-0068	DS 56 .N36x	
11390014164034152	34152	North American archaeologist	2015		LEDAG75982	DAG7598	0197-6931	E 43 .N67	Sage / GWLA
11390014164034152	34152	North American archaeologist	2016		LEDAG75982	DAG7598	0197-6931	E 43 .N67	Sage / GWLA
11390014164034152	34152	Pacific Coast Archaeological Society quarterly	2015	$107.00	LEDAC06902	DAC0690	0552-7252	E 78 .C15 P15	
11390014164034152	34152	Pacific Coast Archaeological Society quarterly	2016	$55.00	LEDAC06902	DAC0690	0552-7252	E 78 .C15 P15	
11390014164034152	34152	Paléorient	2015	$55.48	LEA26854641	a2685464	0153-9345	GN 855 .M628 P35	JSTOR
11390014164034152	34152	Paléorient	2016	$53.56	LEA26854641	a2685464	0153-9345	GN 855 .M628 P35	JSTOR
11390014164034152	34152	Society for Historical Archaeology	2015	$230.00	LEDAW82011	DAW8201	0440-9213	CC 1 .H57	
11390014164034152	34152	Society for Historical Archaeology	2016		LEDAW82011	DAW8201	0440-9213	CC 1 .H57	
11390014164034152	34152	South African Archaeological Society	2015	$90.16	LEDAC99071	DAC9907	0038-1969	GN 865 .S5 S68	JSTOR
11390014164034152	34152	South African Archaeological Society	2016	$68.27	LEDAC99071	DAC9907	0038-1969	GN 865 .S5 S68	JSTOR
11390014164034152	34152	Southwestern lore	2015	$55.00	LEDAC06792	DAC0679	0038-4844	F 778 .S69	
11390014164034152	34152	Southwestern lore	2016	$55.00	LEDAC06792	DAC0679	0038-4844	F 778 .S69	
11390014164034152	34152	Sumer	2015	$152.10	LEDBD90482	DBD9048	0081-9271	DS 67 .S76	
11390014164034152	34152	Sumer	2016	$153.23	LEDBD90482	DBD9048	0081-9271	DS 67 .S76	
11390014164034152	34152	Syria 	2015	$205.67	LEDBD92421	DBD9242	0039-7946	DS 94.5 .S8	
11390014164034152	34152	Syria 	2016		LEDBD92421	DBD9242	0039-7946	DS 94.5 .S8	
11390014164034152	34152	The Artifact	2015	$55.00	LEDAB50572	DAB5057	0004-3680	E 78 .S7 A74	
