account	subaccount	title	year	price	orderNumber	titleControl	issn	callNumber	notes
11390015164034107	34107	Journal for the scientific study of religion	2016		LEDBC79133	DBC7913	0021-8294	BL 1 .J6	Wiley / GWLA
11390015164034107	34107	Journal for the study of the New Testament	2015		LEAAL39612	AAL3961	0142-064X	BS 2530 .J68x	SAGE
11390015164034107	34107	Journal for the study of the New Testament	2016	$260.81	LEAAL39612	AAL3961	0142-064X	BS 2530 .J68x	SAGE
11390015164034107	34107	Journal for the study of the Old Testament	2015		LEAAA03162	AAA0316	0309-0892	BS 410 .J68	SAGE
11390015164034107	34107	Journal for the study of the Old Testament	2016	$260.81	LEAAA03162	AAA0316	0309-0892	BS 410 .J68	SAGE
11390015164034107	34107	Journal for the study of the Pseudepigrapha	2015		LEDBK04512	DBK0451	0951-8207	BS 1700 .J67x	SAGE
11390015164034107	34107	Journal for the study of the Pseudepigrapha	2016	$274.24	LEDBK04512	DBK0451	0951-8207	BS 1700 .J67x	SAGE
11390015164034107	34107	Journal of Anglican studies 	2015		LEA37123671	a3712367	1745-5278		
11390015164034107	34107	Journal of Anglican studies 	2016		LEA37123671	a3712367	1745-5278		
11390015164034107	34107	Journal of the American Academy of Religion	2015	$222.00	LEDBC85731	DBC8573	0002-7189	BV 1460 .N23	OUP / GWLA
11390015164034107	34107	Journal of the American Academy of Religion	2016		LEDBC85731	DBC8573	0002-7189	BV 1460 .N23	OUP / GWLA
11390015164034107	34107	Journal of theological studies	2015	$466.00	LEDBC86162	DBC8616	0022-5185	BR 1 .J8	OUP / GWLA
11390015164034107	34107	Journal of theological studies	2016		LEDBC86162	DBC8616	0022-5185	BR 1 .J8	OUP / GWLA
11390015164034107	34107	Late antique archaeology	2015		LEA63194941	a6319494			
11390015164034107	34107	Late antique archaeology	2016		LEA63194941	a6319494			
11390015164034107	34107	Neue Zeitschrift für systematische Theologie und Religionsphilosophie	2015	$354.00	LEDBD25362	DBD2536	0028-3517	BR 4 .Z732x	
11390015164034107	34107	Neue Zeitschrift für systematische Theologie und Religionsphilosophie	2016	$372.00	LEDBD25362	DBD2536	0028-3517	BR 4 .Z732x	
11390015164034107	34107	New Testament studies	2015	$334.00	LEDAX41691	DAX4169	0028-6885	BS 410 .N4	Cambridge / EBSCO
11390015164034107	34107	New Testament studies	2016	$351.00	LEDAX41691	DAX4169	0028-6885	BS 410 .N4	Cambridge / EBSCO
11390015164034107	34107	Recherches de théologie et philosophie médiévales = Forschungen zur Theologie	2015	$120.17	LEDHL47711	DHL4771	1370-7493	BX 800 .A1 R4	
11390015164034107	34107	Recherches de théologie et philosophie médiévales = Forschungen zur Theologie	2016		LEDHL47711	DHL4771	1370-7493	BX 800 .A1 R4	
11390015164034107	34107	Religion, state & society : the Keston journal	2015	$1239.00	LEDCM28852	DCM2885	0963-7494	BR 738.6 .R427	T&F / EBSCO
11390015164034107	34107	Religion, state & society : the Keston journal	2016		LEDCM28852	DCM2885	0963-7494	BR 738.6 .R427	T&F / EBSCO
11390015164034107	34107	Religious studies	2015	$492.00	LEDBD63442	DBD6344	0034-4125	BL 1 .R43	Cambridge / EBSCO
11390015164034107	34107	Religious studies	2016	$517.00	LEDBD63442	DBD6344	0034-4125	BL 1 .R43	Cambridge / EBSCO
11390015164034107	34107	Religious studies news	2015		LEDBD63452	DBD6345	0885-0372	BL 1 .C65	
11390015164034107	34107	Religious studies news	2016		LEDBD63452	DBD6345	0885-0372	BL 1 .C65	
11390015164034107	34107	Religious studies review	2015		LEABM95113	ABM9511	0319-485X	BL 48 .X1 R452	Wiley / GWLA
11390015164034107	34107	Religious studies review	2016		LEABM95113	ABM9511	0319-485X	BL 48 .X1 R452	Wiley / GWLA
11390015164034107	34107	Revue d'histoire ecclésiastique	2015	$156.74	LEDBD67051	DBD6705	0035-2381	BX 940 .R5	
11390015164034107	34107	Revue d'histoire ecclésiastique	2016	$150.52	LEDBD67051	DBD6705	0035-2381	BX 940 .R5	
11390015164034107	34107	Scottish journal of theology	2015	$276.00	LEDBD75901	DBD7590	0036-9306	BR 1 .S356	Cambridge / EBSCO
11390015164034107	34107	Scottish journal of theology	2016	$289.00	LEDBD75901	DBD7590	0036-9306	BR 1 .S356	Cambridge / EBSCO
11390015164034107	34107	Social compass	2015		LEDBD80351	DBD8035	0037-7686	BL 60 .S6	Sage / UALC
11390015164034107	34107	Social compass	2016	$265.14	LEDBD80351	DBD8035	0037-7686	BL 60 .S6	Sage / UALC
11390015164034107	34107	Studies in Christian ethics	2015		LEDCX76081	DCX7608	0953-9468	BJ 1188.5 .S88x	Sage / UALC
11390015164034107	34107	Studies in Christian ethics	2016	$236.84	LEDCX76081	DCX7608	0953-9468	BJ 1188.5 .S88x	Sage / UALC
11390015164034107	34107	Studies in religion = Sciences religieuses	2015		LEDBD89982	DBD8998	0008-4298	BL 1 .S8	SAGE
11390015164034107	34107	Studies in religion = Sciences religieuses	2016	$144.31	LEDBD89982	DBD8998	0008-4298	BL 1 .S8	SAGE
11390015164034107	34107	The Baptist quarterly	2015	$155.00	LEDBB70251	DBB7025	0005-576X	BX 6276 .A1 B32	T&F
11390015164034107	34107	The Baptist quarterly	2016		LEDBB70251	DBB7025	0005-576X	BX 6276 .A1 B32	T&F
11390015164034107	34107	The Expository times	2015		LEDBC35351	DBC3535	0014-5246	BS 410 .E8	SAGE
11390015164034107	34107	The Expository times	2016	$151.50	LEDBC35351	DBC3535	0014-5246	BS 410 .E8	SAGE
11390015164034107	34107	The Harvard theological review	2015	$266.00	LEDBC54442	DBC5444	0017-8160	BR 1 .H4	Cambridge / EBSCO
11390015164034107	34107	The Harvard theological review	2016	$279.00	LEDBC54442	DBC5444	0017-8160	BR 1 .H4	Cambridge / EBSCO
11390015164034107	34107	The Innes review	2015	$169.00	LEDAV45781	DAV4578	0020-157X	BR 780 .I5x	
11390015164034107	34107	The Innes review	2016	$177.50	LEDAV45781	DAV4578	0020-157X	BR 780 .I5x	
11390015164034107	34107	The International journal for the psychology of religion	2015	$750.00	LEDCE06242	DCE0624	1050-8619	BL 53 .A1 I58x	T&F / EBSCO
11390015164034107	34107	The International journal for the psychology of religion	2016		LEDCE06242	DCE0624	1050-8619	BL 53 .A1 I58x	T&F / EBSCO
11390015164034107	34107	The Irish theological quarterly	2015		LEDBC75731	DBC7573	0021-1400	BX 801 .I73x	SAGE
11390015164034107	34107	The Irish theological quarterly	2016	$158.22	LEDBC75731	DBC7573	0021-1400	BX 801 .I73x	SAGE
11390015164034107	34107	The Journal of ecclesiastical history	2015	$620.00	LEDBC81271	DBC8127	0022-0469	BR 140 .J6	Cambridge / EBSCO
11390015164034107	34107	The Journal of ecclesiastical history	2016	$651.00	LEDBC81271	DBC8127	0022-0469	BR 140 .J6	Cambridge / EBSCO
11390015164034107	34107	The journal of pastoral care & counseling : JPCC	2015		LEA29262661	a2926266	1542-3050	BV 4000 .J6	Sage
11390015164034107	34107	The journal of pastoral care & counseling : JPCC	2016		LEA29262661	a2926266	1542-3050	BV 4000 .J6	Sage
11390015164034107	34107	The Journal of religion	2015	$287.00	LEADP41132	ADP4113	0022-4189	BR 1 .J65	
11390015164034107	34107	The Journal of religion	2016	$301.00	LEADP41132	ADP4113	0022-4189	BR 1 .J65	
11390015164034107	34107	Theologische Revue	2015	$124.75	LEDBD96831	DBD9683	0040-568X	BR 4 .T47	
11390015164034107	34107	Theologische Revue	2016		LEDBD96831	DBD9683	0040-568X	BR 4 .T47	
11390015164034107	34107	Theology	2015		LEADP41111	ADP4111	0040-571X	BR 1 .T617	SAGE
11390015164034107	34107	Theology	2016	$143.83	LEADP41111	ADP4111	0040-571X	BR 1 .T617	SAGE
11390015164034107	34107	Theology today 	2015		LEDBD96872	DBD9687	0040-5736	BR 1 .T62	SAGE
11390015164034107	34107	Theology today 	2016	$131.85	LEDBD96872	DBD9687	0040-5736	BR 1 .T62	SAGE
11390015164034107	34107	The Thomist	2015	$91.00	LEDBD97352	DBD9735	0040-6325	BX 801 .T5	
11390015164034107	34107	The Thomist	2016	$102.50	LEDBD97352	DBD9735	0040-6325	BX 801 .T5	
11390015164034107	34107	Transformation 	2015		LEA55974311	a5597431			SAGE
11390015164034107	34107	Transformation 	2016	$172.12	LEA55974311	a5597431			SAGE
11390015164034107	34107	Zeitschrift für die alttestamentliche wissenschaft	2015	$503.00	LEDAJ87612	DAJ8761	0044-2526	BS 410 .Z4	
11390015164034107	34107	Zeitschrift für die alttestamentliche wissenschaft	2016	$528.00	LEDAJ87612	DAJ8761	0044-2526	BS 410 .Z4	
11390015164034107	34107	Zeitschrift für die neutestamentliche Wissenschaft und die Kunde des Urchristen	2015	$295.00	LECAD63942	CAD6394	0044-2615	BS 410 .Z6	
11390015164034107	34107	Zeitschrift für die neutestamentliche Wissenschaft und die Kunde des Urchristen	2016	$301.00	LECAD63942	CAD6394	0044-2615	BS 410 .Z6	
11390015164034107	34107	Zeitschrift für Religions- und Geistesgeschichte	2015		LEDBE50832	DBE5083	0044-3441	BL 4 .Z45	
11390015164034107	34107	Zeitschrift für Religions- und Geistesgeschichte	2016		LEDBE50832	DBE5083	0044-3441	BL 4 .Z45	
11390015164034110	34110	Aggressive behavior	2015		LEDAA81353	DAA8135	0096-140X	BF 575 .A3 A57	Wiley / GWLA
11390015164034110	34110	Aggressive behavior	2016		LEDAA81353	DAA8135	0096-140X	BF 575 .A3 A57	Wiley / GWLA
11390015164034110	34110	American journal of Alzheimer's disease and other dementias 	2015		LEA37119261	a3711926	1533-3175		SAGE
11390015164034110	34110	American journal of Alzheimer's disease and other dementias 	2016	$315.47	LEA37119261	a3711926	1533-3175		SAGE
11390015164034110	34110	American journal of community psychology	2015	$1238.00	LEDBB48712	DBB4871	0091-0562	BF 637 .C6 A427x	Springer / GWLA
11390015164034110	34110	American journal of community psychology	2016		LEDBB48712	DBB4871	0091-0562	BF 637 .C6 A427x	Springer / GWLA
11390015164034110	34110	American journal of psychoanalysis	2015	$913.00	LEDBB49081	DBB4908	0002-9548	RC 321 .A53	Palgrave / NPG
11390015164034110	34110	American journal of psychoanalysis	2016		LEDBB49081	DBB4908	0002-9548	RC 321 .A53	Palgrave / NPG
11390015164034110	34110	American journal on intellectual and developmental disabilities	2015	$502.00	LEA41621091	a4162109	1944-7515	RC 326 .A415	
11390015164034110	34110	American journal on intellectual and developmental disabilities	2016	$527.00	LEA41621091	a4162109	1944-7515	RC 326 .A415	
11390015164034110	34110	Annals of behavioral medicine 	2015	$1565.84	LEA39536961	a3953696			Springer / GWLA
11390015164034110	34110	Annals of behavioral medicine 	2016		LEA39536961	a3953696			Springer / GWLA
11390015164034110	34110	Annals of dyslexia : [an interdisciplinary journal of the Orton Dyslexia Society	2015	$546.90	LEABJ17501	ABJ1750	0736-9387	RJ 496 .A5 O78	Springer / GWLA
11390015164034110	34110	Annals of dyslexia : [an interdisciplinary journal of the Orton Dyslexia Society	2016		LEABJ17501	ABJ1750	0736-9387	RJ 496 .A5 O78	Springer / GWLA
11390015164034110	34110	Applied cognitive psychology	2015		LEDBL15192	DBL1519	0888-4080	BF 311 .A637	Wiley / GWLA
11390015164034110	34110	Applied cognitive psychology	2016		LEDBL15192	DBL1519	0888-4080	BF 311 .A637	Wiley / GWLA
11390015164034110	34110	Applied psychological measurement	2015		LEDAF96453	DAF9645	0146-6216	BF 39 .A66	SAGE
11390015164034110	34110	Applied psychological measurement	2015		LEDAF96454	DAF9645	0146-6216	BF 39 .A66	SAGE
11390015164034110	34110	Applied psychological measurement	2016		LEDAF96454	DAF9645	0146-6216	BF 39 .A66	SAGE
11390015164034110	34110	Applied psychological measurement	2016	$403.21	LEDAF96453	DAF9645	0146-6216	BF 39 .A66	SAGE
11390015164034110	34110	Applied psychophysiology and biofeedback	2015	$1864.79	LEDHF07271	DHF0727	1090-0586	BF 319.5 .B5 B55	Springer / GWLA
11390015164034110	34110	Applied psychophysiology and biofeedback	2016		LEDHF07271	DHF0727	1090-0586	BF 319.5 .B5 B55	Springer / GWLA
11390015164034110	34110	Archives of clinical neuropsychology : the official journal of the National Acad	2015	$928.00	LEDEC18612	DEC1861	0887-6177	QP 351 .A72x	OUP / GWLA
11390015164034110	34110	Archives of clinical neuropsychology : the official journal of the National Acad	2016		LEDEC18612	DEC1861	0887-6177	QP 351 .A72x	OUP / GWLA
11390015164034110	34110	Assessment 	2015		LEA33516581	a3351658	1073-1911		SAGE
11390015164034110	34110	Assessment 	2016	$243.56	LEA33516581	a3351658	1073-1911		SAGE
11390015164034110	34110	Autism 	2015		LEA33516641	a3351664	1461-7005		SAGE
11390015164034110	34110	Autism 	2016	$452.59	LEA33516641	a3351664	1461-7005		SAGE
11390015164034110	34110	Basic and applied social psychology	2015	$938.00	LEAAW58324	AAW5832	0197-3533	HM 251 .B37x	T&F / EBSCO
11390015164034110	34110	Basic and applied social psychology	2016		LEAAW58324	AAW5832	0197-3533	HM 251 .B37x	T&F / EBSCO
11390015164034110	34110	Behavioral sciences & the law 	2015		LEA28740501	a2874050	1099-0798		Wiley / GWLA
11390015164034110	34110	Behavioral sciences & the law 	2016		LEA28740501	a2874050	1099-0798		Wiley / GWLA
11390015164034110	34110	Behavior analyst / MABA	2015	$667.00	LEABM93552	ABM9355	0738-6729	BF 199 .B35	Springer / GWLA
11390015164034110	34110	Behavior analyst / MABA	2016		LEABM93552	ABM9355	0738-6729	BF 199 .B35	Springer / GWLA
11390015164034110	34110	Behavior modification	2015		LEAAA07623	AAA0762	0145-4455	BF 637 .B4 B43	SAGE
11390015164034110	34110	Behavior modification	2016	$451.63	LEAAA07623	AAA0762	0145-4455	BF 637 .B4 B43	SAGE
11390015164034110	34110	Behavior research methods	2015	$797.74	LEA33838231	a3383823	1554-351X	BF 180 .B4	Springer
11390015164034110	34110	Behavior research methods	2016		LEA33838231	a3383823	1554-351X	BF 180 .B4	Springer
11390015164034110	34110	Behavior therapy	2015		LEDBB71242	DBB7124	0005-7894	RC 489 .B4 B435	Elsevier package
11390015164034110	34110	Behavior therapy	2016	$486.69	LEDBB71242	DBB7124	0005-7894	RC 489 .B4 B435	Elsevier package
11390015164034110	34110	Behaviour	2015	$2121.00	LEDBB71322	DBB7132	0005-7959	BF 671 .B4x	
11390015164034110	34110	Behaviour	2016	$2121.00	LEDBB71322	DBB7132	0005-7959	BF 671 .B4x	
11390015164034110	34110	Behaviour research and therapy	2015		LEDBB71332	DBB7133	0005-7967	RC 321 .B4x	Elsevier Package
11390015164034110	34110	Behaviour research and therapy	2016	$2642.19	LEDBB71332	DBB7133	0005-7967	RC 321 .B4x	Elsevier Package
11390015164034110	34110	Biological psychiatry 	2015		LEA40636011	a4063601	0006-3223		Elsevier Package
11390015164034110	34110	Biological psychiatry 	2016	$3565.98	LEA40636011	a4063601	0006-3223		Elsevier Package
11390015164034110	34110	Brain and language	2015		LEDBB77872	DBB7787	0093-934X	RC 423 .A1 B68	Elsevier Package
11390015164034110	34110	Brain and language	2016	$2211.66	LEDBB77872	DBB7787	0093-934X	RC 423 .A1 B68	Elsevier Package
11390015164034110	34110	British journal of educational technology	2015		LEAAA07062	AAA0706	0007-1013	LB 1043 .J64	Wiley / GWLA
11390015164034110	34110	British journal of educational technology	2016		LEAAA07062	AAA0706	0007-1013	LB 1043 .J64	Wiley / GWLA
11390015164034110	34110	British journal of special education	2015		LEDAV53232	DAV5323	0952-3383	LC 4001 .B7x	Wiley / GWLA
11390015164034110	34110	British journal of special education	2016		LEDAV53232	DAV5323	0952-3383	LC 4001 .B7x	Wiley / GWLA
11390015164034110	34110	Child psychiatry and human development	2015	$1868.14	LEDBB99181	DBB9918	0009-398X	RJ 499 .A1 C43	Springer / GWLA
11390015164034110	34110	Child psychiatry and human development	2016		LEDBB99181	DBB9918	0009-398X	RJ 499 .A1 C43	Springer / GWLA
11390015164034110	34110	Clinical case studies 	2015		LEA37119351	a3711935	1552-3802		SAGE
11390015164034110	34110	Clinical case studies 	2016	$258.90	LEA37119351	a3711935	1552-3802		SAGE
11390015164034110	34110	Clinical child psychology and psychiatry 	2015		LEA33535721	a3353572	1359-1045		SAGE
11390015164034110	34110	Clinical child psychology and psychiatry 	2016	$481.36	LEA33535721	a3353572	1359-1045		SAGE
11390015164034110	34110	Clinical neurophysiology 	2015		LEA25966671	a2596667	1388-2457	RC 386.6 .E43 E43x	Elsevier Package
11390015164034110	34110	Clinical neurophysiology 	2016	$1967.37	LEA25966671	a2596667	1388-2457	RC 386.6 .E43 E43x	Elsevier Package
11390015164034110	34110	Clinical psychological science 	2015		LEA55961231	a5596123	2167-7034		SAGE
11390015164034110	34110	Clinical psychological science 	2016		LEA55961231	a5596123	2167-7034		SAGE
11390015164034110	34110	Clinical psychology review	2015		LEAAW53242	AAW5324	0272-7358	RC 467 .C587	Elsevier Package
11390015164034110	34110	Clinical psychology review	2016	$2304.31	LEAAW53242	AAW5324	0272-7358	RC 467 .C587	Elsevier Package
11390015164034110	34110	Cognition	2015		LEDBC04591	DBC0459	0010-0277	BF 311 .C65x	Elsevier Package
11390015164034110	34110	Cognition	2016	$2621.60	LEDBC04591	DBC0459	0010-0277	BF 311 .C65x	Elsevier Package
11390015164034110	34110	Cognitive neuropsychology	2015	$2114.00	LEDCE02752	DCE0275	0264-3294	BF 309 .C64x	T&F / EBSCO
11390015164034110	34110	Cognitive neuropsychology	2016		LEDCE02752	DCE0275	0264-3294	BF 309 .C64x	T&F / EBSCO
11390015164034110	34110	Cognitive psychology	2015		LEDBC04602	DBC0460	0010-0285	BF 309 .C62	Elsevier Package
11390015164034110	34110	Cognitive psychology	2016	$1194.27	LEDBC04602	DBC0460	0010-0285	BF 309 .C62	Elsevier Package
11390015164034110	34110	Cognitive science	2015		LEDBG44802	DBG4480	0364-0213	BF 311 .C633	Wiley / GWLA
11390015164034110	34110	Cognitive science	2016		LEDBG44802	DBG4480	0364-0213	BF 311 .C633	Wiley / GWLA
11390015164034110	34110	Cognitive therapy and research	2015	$2694.35	LEDBC04611	DBC0461	0147-5916	BF 311 .C5535	Springer / GWLA
11390015164034110	34110	Cognitive therapy and research	2016		LEDBC04611	DBC0461	0147-5916	BF 311 .C5535	Springer / GWLA
11390015164034110	34110	Comprehensive psychiatry	2015		LEDBC08622	DBC0862	0010-440X	RC 321 .C6	Elsevier Package
11390015164034110	34110	Comprehensive psychiatry	2016	$1031.42	LEDBC08622	DBC0862	0010-440X	RC 321 .C6	Elsevier Package
11390015164034110	34110	Computers & education	2015		LEABC23792	ABC2379	0360-1315	LB 2846 .C578	Elsevier Package
11390015164034110	34110	Computers & education	2016	$2886.48	LEABC23792	ABC2379	0360-1315	LB 2846 .C578	Elsevier Package
11390015164034110	34110	Computers in human behavior 	2015		LEA42640241	a4264024			Elsevier Package
11390015164034110	34110	Computers in human behavior 	2016	$2316.48	LEA42640241	a4264024			Elsevier Package
11390015164034110	34110	Contemporary educational psychology	2015		LEDBC11902	DBC1190	0361-476X	LB 1051 .C678	Elsevier Package
11390015164034110	34110	Contemporary educational psychology	2016	$1062.31	LEDBC11902	DBC1190	0361-476X	LB 1051 .C678	Elsevier Package
11390015164034110	34110	Counseling outcome research and evaluation 	2015		LEA51233871	a5123387	2150-1386		SAGE
11390015164034110	34110	Counseling outcome research and evaluation 	2016	$101.65	LEA51233871	a5123387	2150-1386		SAGE
